date,product_id,category,brand,region,channel,season,base_price,current_price,price_change_pct,discount_pct,promotion_type,units_sold,revenue,inventory_level,stockout_flag,demand_index
2026-02-03,P1311,Electronics,Samsung,CA,web,Winter,58.51,58.51,0.0,0,None,5,292.55,286,0,113.64
2026-02-04,P1311,Electronics,Samsung,CA,web,Winter,58.51,46.81,-20.0,20,Flash Sale,5,234.05,278,0,113.64
2026-02-05,P1311,Electronics,Samsung,CA,app,Winter,58.51,58.51,0.0,0,None,4,234.04,232,0,90.91
2026-02-06,P1311,Electronics,Samsung,CA,app,Winter,58.51,46.81,-20.0,20,Percentage Discount,6,280.86,236,0,136.36
2026-02-07,P1311,Electronics,Samsung,CA,mobile,Winter,58.51,58.51,0.0,0,None,4,234.04,242,0,90.91
2026-02-08,P1311,Electronics,Samsung,CA,app,Winter,58.51,58.51,0.0,0,None,6,351.06,311,0,136.36
2026-02-09,P1311,Electronics,Samsung,CA,mobile,Winter,58.51,58.51,0.0,0,None,5,292.55,197,0,113.64
2026-02-10,P1311,Electronics,Samsung,CA,app,Winter,58.51,40.96,-29.99,30,Clearance,6,245.76,225,0,136.36
2026-02-11,P1311,Electronics,Samsung,CA,web,Winter,58.51,52.66,-10.0,10,Percentage Discount,5,263.3,286,0,113.64
2026-02-12,P1311,Electronics,Samsung,CA,mobile,Winter,58.51,58.51,0.0,0,None,6,351.06,197,0,136.36
2026-02-13,P1311,Electronics,Samsung,CA,mobile,Winter,58.51,58.51,0.0,0,None,5,292.55,195,0,113.64
2026-02-14,P1311,Electronics,Samsung,CA,app,Winter,58.51,38.03,-35.0,35,Buy One Get One,7,266.21,205,0,159.09
2026-02-15,P1311,Electronics,Samsung,CA,web,Winter,58.51,40.96,-29.99,30,Clearance,6,245.76,430,0,136.36
2026-02-16,P1311,Electronics,Samsung,CA,mobile,Winter,58.51,52.66,-10.0,10,Member Offer,8,421.28,215,0,181.82
2026-02-17,P1311,Electronics,Samsung,CA,mobile,Winter,58.51,49.73,-15.01,15,Percentage Discount,4,198.92,279,0,90.91
2026-02-18,P1311,Electronics,Samsung,CA,app,Winter,58.51,58.51,0.0,0,None,5,292.55,194,0,113.64
2026-02-19,P1311,Electronics,Samsung,CA,web,Winter,58.51,43.88,-25.0,25,Percentage Discount,7,307.16,294,0,159.09
2026-02-20,P1311,Electronics,Samsung,CA,mobile,Winter,58.51,58.51,0.0,0,None,4,234.04,288,0,90.91
2026-02-21,P1311,Electronics,Samsung,CA,app,Winter,58.51,58.51,0.0,0,None,5,292.55,282,0,113.64
2026-02-22,P1311,Electronics,Samsung,CA,app,Winter,58.51,58.51,0.0,0,None,4,234.04,157,0,90.91
2026-02-23,P1311,Electronics,Samsung,CA,web,Winter,58.51,46.81,-20.0,20,Percentage Discount,6,280.86,302,0,136.36
2026-02-24,P1311,Electronics,Samsung,CA,app,Winter,58.51,58.51,0.0,0,None,5,292.55,336,0,113.64
2026-02-25,P1311,Electronics,Samsung,CA,app,Winter,58.51,58.51,0.0,0,None,5,292.55,236,0,113.64
2026-02-26,P1311,Electronics,Samsung,CA,mobile,Winter,58.51,35.11,-39.99,40,Flash Sale,6,210.66,282,0,136.36
2026-02-27,P1311,Electronics,Samsung,CA,app,Winter,58.51,43.88,-25.0,25,Percentage Discount,8,351.04,245,0,181.82
2026-02-28,P1311,Electronics,Samsung,CA,web,Winter,58.51,58.51,0.0,0,None,6,351.06,229,0,136.36
2026-03-01,P1311,Electronics,Samsung,CA,web,Spring,58.51,52.66,-10.0,10,Member Offer,4,210.64,345,0,90.91
2026-03-02,P1311,Electronics,Samsung,CA,mobile,Spring,58.51,58.51,0.0,0,None,3,175.53,401,0,68.18
2026-03-03,P1311,Electronics,Samsung,CA,mobile,Spring,58.51,58.51,0.0,0,None,3,175.53,361,0,68.18
2026-03-04,P1311,Electronics,Samsung,CA,app,Spring,58.51,58.51,0.0,0,None,5,292.55,309,0,113.64
2026-03-05,P1311,Electronics,Samsung,CA,mobile,Spring,58.51,58.51,0.0,0,None,4,234.04,209,0,90.91
2026-03-06,P1311,Electronics,Samsung,CA,app,Spring,58.51,58.51,0.0,0,None,6,351.06,288,0,136.36
2026-03-07,P1311,Electronics,Samsung,CA,app,Spring,58.51,40.96,-29.99,30,Clearance,8,327.68,282,0,181.82
2026-03-08,P1311,Electronics,Samsung,CA,web,Spring,58.51,58.51,0.0,0,None,4,234.04,269,0,90.91
2026-03-09,P1311,Electronics,Samsung,CA,web,Spring,58.51,35.11,-39.99,40,Flash Sale,4,140.44,126,0,90.91
2026-03-10,P1311,Electronics,Samsung,CA,mobile,Spring,58.51,40.96,-29.99,30,Clearance,7,286.72,257,0,159.09
2026-03-11,P1311,Electronics,Samsung,CA,mobile,Spring,58.51,40.96,-29.99,30,Flash Sale,5,204.8,252,0,113.64
2026-03-12,P1311,Electronics,Samsung,CA,web,Spring,58.51,58.51,0.0,0,None,5,292.55,303,0,113.64
2026-03-13,P1311,Electronics,Samsung,CA,app,Spring,58.51,58.51,0.0,0,None,4,234.04,42,0,90.91
2026-03-14,P1311,Electronics,Samsung,CA,app,Spring,58.51,58.51,0.0,0,None,4,234.04,301,0,90.91
2026-03-15,P1311,Electronics,Samsung,CA,web,Spring,58.51,35.11,-39.99,40,Flash Sale,5,175.55,146,0,113.64
2026-03-16,P1311,Electronics,Samsung,CA,mobile,Spring,58.51,58.51,0.0,0,None,4,234.04,271,0,90.91
2026-03-17,P1311,Electronics,Samsung,CA,web,Spring,58.51,52.66,-10.0,10,Percentage Discount,4,210.64,294,0,90.91
2026-03-18,P1311,Electronics,Samsung,CA,app,Spring,58.51,58.51,0.0,0,None,6,351.06,139,0,136.36
2026-03-19,P1311,Electronics,Samsung,CA,mobile,Spring,58.51,38.03,-35.0,35,Buy One Get One,7,266.21,301,0,159.09
2026-03-20,P1311,Electronics,Samsung,CA,app,Spring,58.51,58.51,0.0,0,None,4,234.04,431,0,90.91
2026-03-21,P1311,Electronics,Samsung,CA,mobile,Spring,58.51,58.51,0.0,0,None,2,117.02,416,0,45.45
2026-03-22,P1311,Electronics,Samsung,CA,mobile,Spring,58.51,58.51,0.0,0,None,3,175.53,284,0,68.18
2026-03-23,P1311,Electronics,Samsung,CA,mobile,Spring,58.51,40.96,-29.99,30,Percentage Discount,6,245.76,177,0,136.36
2026-03-24,P1311,Electronics,Samsung,CA,mobile,Spring,58.51,58.51,0.0,0,None,4,234.04,511,0,90.91
2026-03-25,P1311,Electronics,Samsung,CA,web,Spring,58.51,38.03,-35.0,35,Buy One Get One,7,266.21,316,0,159.09
2026-03-26,P1311,Electronics,Samsung,CA,app,Spring,58.51,58.51,0.0,0,None,6,351.06,219,0,136.36
2026-03-27,P1311,Electronics,Samsung,CA,mobile,Spring,58.51,58.51,0.0,0,None,5,292.55,466,0,113.64
2026-03-28,P1311,Electronics,Samsung,CA,app,Spring,58.51,43.88,-25.0,25,Percentage Discount,9,394.92,323,0,204.55
2026-03-29,P1311,Electronics,Samsung,CA,app,Spring,58.51,35.11,-39.99,40,Flash Sale,11,386.21,321,0,250.0
2026-03-30,P1311,Electronics,Samsung,CA,app,Spring,58.51,29.25,-50.01,50,Clearance,9,263.25,236,0,204.55
2026-03-31,P1311,Electronics,Samsung,CA,web,Spring,58.51,58.51,0.0,0,None,5,292.55,180,0,113.64
2026-01-01,P1311,Electronics,Samsung,DE,app,Winter,58.51,58.51,0.0,0,None,5,292.55,172,0,113.64
2026-01-02,P1311,Electronics,Samsung,DE,mobile,Winter,58.51,58.51,0.0,0,None,4,234.04,248,0,90.91
2026-01-03,P1311,Electronics,Samsung,DE,mobile,Winter,58.51,58.51,0.0,0,None,4,234.04,285,0,90.91
2026-01-04,P1311,Electronics,Samsung,DE,web,Winter,58.51,58.51,0.0,0,None,5,292.55,303,0,113.64
2026-01-05,P1311,Electronics,Samsung,DE,mobile,Winter,58.51,58.51,0.0,0,None,5,292.55,315,0,113.64
2026-01-06,P1311,Electronics,Samsung,DE,web,Winter,58.51,58.51,0.0,0,None,5,292.55,281,0,113.64
2026-01-07,P1311,Electronics,Samsung,DE,mobile,Winter,58.51,43.88,-25.0,25,Percentage Discount,5,219.4,345,0,113.64
2026-01-08,P1311,Electronics,Samsung,DE,mobile,Winter,58.51,58.51,0.0,0,None,4,234.04,368,0,90.91
2026-01-09,P1311,Electronics,Samsung,DE,mobile,Winter,58.51,46.81,-20.0,20,Percentage Discount,6,280.86,148,0,136.36
2026-01-10,P1311,Electronics,Samsung,DE,app,Winter,58.51,58.51,0.0,0,None,4,234.04,200,0,90.91
2026-01-11,P1311,Electronics,Samsung,DE,app,Winter,58.51,46.81,-20.0,20,Percentage Discount,5,234.05,238,0,113.64
2026-01-12,P1311,Electronics,Samsung,DE,web,Winter,58.51,38.03,-35.0,35,Buy One Get One,5,190.15,307,0,113.64
2026-01-13,P1311,Electronics,Samsung,DE,app,Winter,58.51,58.51,0.0,0,None,4,234.04,290,0,90.91
2026-01-14,P1311,Electronics,Samsung,DE,app,Winter,58.51,58.51,0.0,0,None,5,292.55,358,0,113.64
2026-01-15,P1311,Electronics,Samsung,DE,mobile,Winter,58.51,55.58,-5.01,5,Member Offer,3,166.74,258,0,68.18
2026-01-16,P1311,Electronics,Samsung,DE,mobile,Winter,58.51,58.51,0.0,0,None,5,292.55,269,0,113.64
2026-01-17,P1311,Electronics,Samsung,DE,app,Winter,58.51,55.58,-5.01,5,Member Offer,5,277.9,269,0,113.64
2026-01-18,P1311,Electronics,Samsung,DE,web,Winter,58.51,43.88,-25.0,25,Percentage Discount,7,307.16,400,0,159.09
2026-01-19,P1311,Electronics,Samsung,DE,mobile,Winter,58.51,58.51,0.0,0,None,4,234.04,192,0,90.91
2026-01-20,P1311,Electronics,Samsung,DE,web,Winter,58.51,58.51,0.0,0,None,4,234.04,298,0,90.91
2026-01-21,P1311,Electronics,Samsung,DE,mobile,Winter,58.51,58.51,0.0,0,None,6,351.06,39,0,136.36
2026-01-22,P1311,Electronics,Samsung,DE,web,Winter,58.51,58.51,0.0,0,None,3,175.53,179,0,68.18
2026-01-23,P1311,Electronics,Samsung,DE,app,Winter,58.51,35.11,-39.99,40,Flash Sale,7,245.77,263,0,159.09
2026-01-24,P1311,Electronics,Samsung,DE,web,Winter,58.51,43.88,-25.0,25,Percentage Discount,6,263.28,115,0,136.36
2026-01-25,P1311,Electronics,Samsung,DE,mobile,Winter,58.51,58.51,0.0,0,None,4,234.04,260,0,90.91
2026-01-26,P1311,Electronics,Samsung,DE,mobile,Winter,58.51,58.51,0.0,0,None,5,292.55,418,0,113.64
2026-01-27,P1311,Electronics,Samsung,DE,web,Winter,58.51,58.51,0.0,0,None,4,234.04,384,0,90.91
2026-01-28,P1311,Electronics,Samsung,DE,web,Winter,58.51,58.51,0.0,0,None,4,234.04,373,0,90.91
2026-01-29,P1311,Electronics,Samsung,DE,mobile,Winter,58.51,58.51,0.0,0,None,5,292.55,185,0,113.64
2026-01-30,P1311,Electronics,Samsung,DE,mobile,Winter,58.51,58.51,0.0,0,None,5,292.55,229,0,113.64
2026-01-31,P1311,Electronics,Samsung,DE,mobile,Winter,58.51,38.03,-35.0,35,Buy One Get One,7,266.21,170,0,159.09
2026-02-01,P1311,Electronics,Samsung,DE,mobile,Winter,58.51,58.51,0.0,0,None,5,292.55,384,0,113.64
2026-02-02,P1311,Electronics,Samsung,DE,app,Winter,58.51,58.51,0.0,0,None,6,351.06,238,0,136.36
2026-02-03,P1311,Electronics,Samsung,DE,mobile,Winter,58.51,58.51,0.0,0,None,4,234.04,331,0,90.91
2026-02-04,P1311,Electronics,Samsung,DE,app,Winter,58.51,35.11,-39.99,40,Flash Sale,8,280.88,422,0,181.82
2026-02-05,P1311,Electronics,Samsung,DE,web,Winter,58.51,35.11,-39.99,40,Clearance,7,245.77,351,0,159.09
2026-02-06,P1311,Electronics,Samsung,DE,web,Winter,58.51,58.51,0.0,0,None,3,175.53,280,0,68.18
2026-02-07,P1311,Electronics,Samsung,DE,mobile,Winter,58.51,58.51,0.0,0,None,5,292.55,276,0,113.64
2026-02-08,P1311,Electronics,Samsung,DE,web,Winter,58.51,58.51,0.0,0,None,5,292.55,423,0,113.64
2026-02-09,P1311,Electronics,Samsung,DE,app,Winter,58.51,58.51,0.0,0,None,4,234.04,306,0,90.91
2026-02-10,P1311,Electronics,Samsung,DE,mobile,Winter,58.51,58.51,0.0,0,None,5,292.55,222,0,113.64
2026-02-11,P1311,Electronics,Samsung,DE,web,Winter,58.51,58.51,0.0,0,None,4,234.04,216,0,90.91
2026-02-12,P1311,Electronics,Samsung,DE,web,Winter,58.51,58.51,0.0,0,None,4,234.04,309,0,90.91
2026-02-13,P1311,Electronics,Samsung,DE,app,Winter,58.51,58.51,0.0,0,None,6,351.06,424,0,136.36
2026-02-14,P1311,Electronics,Samsung,DE,web,Winter,58.51,49.73,-15.01,15,Member Offer,5,248.65,363,0,113.64
2026-02-15,P1311,Electronics,Samsung,DE,mobile,Winter,58.51,38.03,-35.0,35,Buy One Get One,10,380.3,196,0,227.27
2026-02-16,P1311,Electronics,Samsung,DE,app,Winter,58.51,46.81,-20.0,20,Percentage Discount,6,280.86,360,0,136.36
2026-02-17,P1311,Electronics,Samsung,DE,web,Winter,58.51,38.03,-35.0,35,Buy One Get One,6,228.18,193,0,136.36
2026-02-18,P1311,Electronics,Samsung,DE,mobile,Winter,58.51,49.73,-15.01,15,Percentage Discount,9,447.57,280,0,204.55
2026-02-19,P1311,Electronics,Samsung,DE,app,Winter,58.51,40.96,-29.99,30,Flash Sale,9,368.64,171,0,204.55
2026-02-20,P1311,Electronics,Samsung,DE,web,Winter,58.51,38.03,-35.0,35,Buy One Get One,9,342.27,148,0,204.55
2026-02-21,P1311,Electronics,Samsung,DE,mobile,Winter,58.51,58.51,0.0,0,None,6,351.06,262,0,136.36
2026-02-22,P1311,Electronics,Samsung,DE,web,Winter,58.51,40.96,-29.99,30,Percentage Discount,5,204.8,346,0,113.64
2026-02-23,P1311,Electronics,Samsung,DE,web,Winter,58.51,46.81,-20.0,20,Flash Sale,5,234.05,77,0,113.64
2026-02-24,P1311,Electronics,Samsung,DE,web,Winter,58.51,38.03,-35.0,35,Buy One Get One,9,342.27,217,0,204.55
2026-02-25,P1311,Electronics,Samsung,DE,web,Winter,58.51,58.51,0.0,0,None,4,234.04,229,0,90.91
2026-02-26,P1311,Electronics,Samsung,DE,web,Winter,58.51,58.51,0.0,0,None,4,234.04,289,0,90.91
2026-02-27,P1311,Electronics,Samsung,DE,mobile,Winter,58.51,40.96,-29.99,30,Flash Sale,7,286.72,378,0,159.09
2026-02-28,P1311,Electronics,Samsung,DE,mobile,Winter,58.51,38.03,-35.0,35,Buy One Get One,8,304.24,101,0,181.82
2026-03-01,P1311,Electronics,Samsung,DE,mobile,Spring,58.51,46.81,-20.0,20,Flash Sale,7,327.67,353,0,159.09
2026-03-02,P1311,Electronics,Samsung,DE,app,Spring,58.51,58.51,0.0,0,None,4,234.04,319,0,90.91
2026-03-03,P1311,Electronics,Samsung,DE,app,Spring,58.51,58.51,0.0,0,None,5,292.55,336,0,113.64
2026-03-04,P1311,Electronics,Samsung,DE,web,Spring,58.51,58.51,0.0,0,None,4,234.04,309,0,90.91
2026-03-05,P1311,Electronics,Samsung,DE,app,Spring,58.51,49.73,-15.01,15,Member Offer,3,149.19,305,0,68.18
2026-03-06,P1311,Electronics,Samsung,DE,app,Spring,58.51,58.51,0.0,0,None,5,292.55,145,0,113.64
2026-03-07,P1311,Electronics,Samsung,DE,app,Spring,58.51,58.51,0.0,0,None,3,175.53,268,0,68.18
2026-03-08,P1311,Electronics,Samsung,DE,mobile,Spring,58.51,58.51,0.0,0,None,5,292.55,266,0,113.64
2026-03-09,P1311,Electronics,Samsung,DE,mobile,Spring,58.51,40.96,-29.99,30,Clearance,7,286.72,394,0,159.09
2026-03-10,P1311,Electronics,Samsung,DE,web,Spring,58.51,58.51,0.0,0,None,3,175.53,275,0,68.18
2026-03-11,P1311,Electronics,Samsung,DE,mobile,Spring,58.51,38.03,-35.0,35,Buy One Get One,7,266.21,246,0,159.09
2026-03-12,P1311,Electronics,Samsung,DE,mobile,Spring,58.51,58.51,0.0,0,None,4,234.04,148,0,90.91
2026-03-13,P1311,Electronics,Samsung,DE,web,Spring,58.51,58.51,0.0,0,None,3,175.53,354,0,68.18
2026-03-14,P1311,Electronics,Samsung,DE,mobile,Spring,58.51,35.11,-39.99,40,Flash Sale,9,315.99,307,0,204.55
2026-03-15,P1311,Electronics,Samsung,DE,app,Spring,58.51,52.66,-10.0,10,Percentage Discount,6,315.96,219,0,136.36
2026-03-16,P1311,Electronics,Samsung,DE,app,Spring,58.51,58.51,0.0,0,None,5,292.55,316,0,113.64
2026-03-17,P1311,Electronics,Samsung,DE,web,Spring,58.51,58.51,0.0,0,None,2,117.02,176,0,45.45
2026-03-18,P1311,Electronics,Samsung,DE,web,Spring,58.51,40.96,-29.99,30,Flash Sale,8,327.68,236,0,181.82
2026-03-19,P1311,Electronics,Samsung,DE,app,Spring,58.51,58.51,0.0,0,None,3,175.53,368,0,68.18
2026-03-20,P1311,Electronics,Samsung,DE,mobile,Spring,58.51,38.03,-35.0,35,Buy One Get One,9,342.27,98,0,204.55
2026-03-21,P1311,Electronics,Samsung,DE,mobile,Spring,58.51,40.96,-29.99,30,Percentage Discount,6,245.76,212,0,136.36
2026-03-22,P1311,Electronics,Samsung,DE,mobile,Spring,58.51,58.51,0.0,0,None,4,234.04,388,0,90.91
2026-03-23,P1311,Electronics,Samsung,DE,web,Spring,58.51,58.51,0.0,0,None,3,175.53,324,0,68.18
2026-03-24,P1311,Electronics,Samsung,DE,mobile,Spring,58.51,38.03,-35.0,35,Buy One Get One,7,266.21,272,0,159.09
2026-03-25,P1311,Electronics,Samsung,DE,app,Spring,58.51,58.51,0.0,0,None,4,234.04,320,0,90.91
2026-03-26,P1311,Electronics,Samsung,DE,web,Spring,58.51,35.11,-39.99,40,Clearance,7,245.77,318,0,159.09
2026-03-27,P1311,Electronics,Samsung,DE,mobile,Spring,58.51,58.51,0.0,0,None,4,234.04,317,0,90.91
2026-03-28,P1311,Electronics,Samsung,DE,mobile,Spring,58.51,35.11,-39.99,40,Flash Sale,8,280.88,265,0,181.82
2026-03-29,P1311,Electronics,Samsung,DE,web,Spring,58.51,40.96,-29.99,30,Percentage Discount,5,204.8,109,0,113.64
2026-03-30,P1311,Electronics,Samsung,DE,mobile,Spring,58.51,58.51,0.0,0,None,4,234.04,289,0,90.91
2026-03-31,P1311,Electronics,Samsung,DE,app,Spring,58.51,58.51,0.0,0,None,5,292.55,163,0,113.64
2026-01-01,P1311,Electronics,Samsung,IN,mobile,Winter,58.51,43.88,-25.0,25,Percentage Discount,8,351.04,187,0,181.82
2026-01-02,P1311,Electronics,Samsung,IN,mobile,Winter,58.51,58.51,0.0,0,None,4,234.04,305,0,90.91
2026-01-03,P1311,Electronics,Samsung,IN,mobile,Winter,58.51,43.88,-25.0,25,Percentage Discount,7,307.16,81,0,159.09
2026-01-04,P1311,Electronics,Samsung,IN,web,Winter,58.51,58.51,0.0,0,None,5,292.55,404,0,113.64
2026-01-05,P1311,Electronics,Samsung,IN,app,Winter,58.51,40.96,-29.99,30,Percentage Discount,7,286.72,373,0,159.09
2026-01-06,P1311,Electronics,Samsung,IN,app,Winter,58.51,58.51,0.0,0,None,4,234.04,302,0,90.91
2026-01-07,P1311,Electronics,Samsung,IN,web,Winter,58.51,58.51,0.0,0,None,4,234.04,374,0,90.91
2026-01-08,P1311,Electronics,Samsung,IN,mobile,Winter,58.51,58.51,0.0,0,None,4,234.04,293,0,90.91
2026-01-09,P1311,Electronics,Samsung,IN,mobile,Winter,58.51,38.03,-35.0,35,Buy One Get One,6,228.18,382,0,136.36
2026-01-10,P1311,Electronics,Samsung,IN,mobile,Winter,58.51,49.73,-15.01,15,Percentage Discount,6,298.38,318,0,136.36
2026-01-11,P1311,Electronics,Samsung,IN,app,Winter,58.51,58.51,0.0,0,None,5,292.55,199,0,113.64
2026-01-12,P1311,Electronics,Samsung,IN,mobile,Winter,58.51,46.81,-20.0,20,Flash Sale,7,327.67,271,0,159.09
2026-01-13,P1311,Electronics,Samsung,IN,web,Winter,58.51,58.51,0.0,0,None,5,292.55,215,0,113.64
2026-01-14,P1311,Electronics,Samsung,IN,mobile,Winter,58.51,58.51,0.0,0,None,5,292.55,285,0,113.64
2026-01-15,P1311,Electronics,Samsung,IN,web,Winter,58.51,46.81,-20.0,20,Flash Sale,5,234.05,177,0,113.64
2026-01-16,P1311,Electronics,Samsung,IN,web,Winter,58.51,52.66,-10.0,10,Percentage Discount,6,315.96,122,0,136.36
2026-01-17,P1311,Electronics,Samsung,IN,web,Winter,58.51,40.96,-29.99,30,Clearance,7,286.72,278,0,159.09
2026-01-18,P1311,Electronics,Samsung,IN,web,Winter,58.51,58.51,0.0,0,None,3,175.53,294,0,68.18
2026-01-19,P1311,Electronics,Samsung,IN,app,Winter,58.51,58.51,0.0,0,None,4,234.04,414,0,90.91
2026-01-20,P1311,Electronics,Samsung,IN,app,Winter,58.51,52.66,-10.0,10,Member Offer,4,210.64,255,0,90.91
2026-01-21,P1311,Electronics,Samsung,IN,web,Winter,58.51,58.51,0.0,0,None,4,234.04,292,0,90.91
2026-01-22,P1311,Electronics,Samsung,IN,web,Winter,58.51,58.51,0.0,0,None,4,234.04,333,0,90.91
2026-01-23,P1311,Electronics,Samsung,IN,app,Winter,58.51,58.51,0.0,0,None,6,351.06,120,0,136.36
2026-01-24,P1311,Electronics,Samsung,IN,web,Winter,58.51,58.51,0.0,0,None,4,234.04,391,0,90.91
2026-01-25,P1311,Electronics,Samsung,IN,app,Winter,58.51,58.51,0.0,0,None,6,351.06,216,0,136.36
2026-01-26,P1311,Electronics,Samsung,IN,web,Winter,58.51,52.66,-10.0,10,Member Offer,7,368.62,223,0,159.09
2026-01-27,P1311,Electronics,Samsung,IN,app,Winter,58.51,58.51,0.0,0,None,4,234.04,291,0,90.91
2026-01-28,P1311,Electronics,Samsung,IN,web,Winter,58.51,58.51,0.0,0,None,4,234.04,271,0,90.91
2026-01-29,P1311,Electronics,Samsung,IN,app,Winter,58.51,29.25,-50.01,50,Clearance,11,321.75,243,0,250.0
2026-01-30,P1311,Electronics,Samsung,IN,web,Winter,58.51,58.51,0.0,0,None,6,351.06,287,0,136.36
2026-01-31,P1311,Electronics,Samsung,IN,web,Winter,58.51,58.51,0.0,0,None,3,175.53,292,0,68.18
2026-02-01,P1311,Electronics,Samsung,IN,app,Winter,58.51,43.88,-25.0,25,Percentage Discount,9,394.92,280,0,204.55
2026-02-02,P1311,Electronics,Samsung,IN,web,Winter,58.51,38.03,-35.0,35,Buy One Get One,6,228.18,306,0,136.36
2026-02-03,P1311,Electronics,Samsung,IN,web,Winter,58.51,58.51,0.0,0,None,6,351.06,299,0,136.36
2026-02-04,P1311,Electronics,Samsung,IN,app,Winter,58.51,58.51,0.0,0,None,2,117.02,285,0,45.45
2026-02-05,P1311,Electronics,Samsung,IN,mobile,Winter,58.51,58.51,0.0,0,None,5,292.55,338,0,113.64
2026-02-06,P1311,Electronics,Samsung,IN,mobile,Winter,58.51,58.51,0.0,0,None,3,175.53,313,0,68.18
2026-02-07,P1311,Electronics,Samsung,IN,web,Winter,58.51,35.11,-39.99,40,Clearance,7,245.77,215,0,159.09
2026-02-08,P1311,Electronics,Samsung,IN,app,Winter,58.51,58.51,0.0,0,None,5,292.55,346,0,113.64
2026-02-09,P1311,Electronics,Samsung,IN,app,Winter,58.51,46.81,-20.0,20,Flash Sale,5,234.05,324,0,113.64
2026-02-10,P1311,Electronics,Samsung,IN,web,Winter,58.51,58.51,0.0,0,None,4,234.04,98,0,90.91
2026-02-11,P1311,Electronics,Samsung,IN,web,Winter,58.51,58.51,0.0,0,None,3,175.53,314,0,68.18
2026-02-12,P1311,Electronics,Samsung,IN,mobile,Winter,58.51,43.88,-25.0,25,Percentage Discount,7,307.16,324,0,159.09
2026-02-13,P1311,Electronics,Samsung,IN,app,Winter,58.51,58.51,0.0,0,None,2,117.02,372,0,45.45
2026-02-14,P1311,Electronics,Samsung,IN,mobile,Winter,58.51,58.51,0.0,0,None,3,175.53,189,0,68.18
2026-02-15,P1311,Electronics,Samsung,IN,app,Winter,58.51,58.51,0.0,0,None,5,292.55,308,0,113.64
2026-02-16,P1311,Electronics,Samsung,IN,app,Winter,58.51,58.51,0.0,0,None,5,292.55,225,0,113.64
2026-02-17,P1311,Electronics,Samsung,IN,app,Winter,58.51,58.51,0.0,0,None,4,234.04,215,0,90.91
2026-02-18,P1311,Electronics,Samsung,IN,web,Winter,58.51,58.51,0.0,0,None,5,292.55,242,0,113.64
2026-02-19,P1311,Electronics,Samsung,IN,app,Winter,58.51,58.51,0.0,0,None,4,234.04,94,0,90.91
2026-02-20,P1311,Electronics,Samsung,IN,app,Winter,58.51,58.51,0.0,0,None,4,234.04,570,0,90.91
2026-02-21,P1311,Electronics,Samsung,IN,mobile,Winter,58.51,58.51,0.0,0,None,4,234.04,184,0,90.91
2026-02-22,P1311,Electronics,Samsung,IN,app,Winter,58.51,40.96,-29.99,30,Flash Sale,8,327.68,300,0,181.82
2026-02-23,P1311,Electronics,Samsung,IN,mobile,Winter,58.51,58.51,0.0,0,None,4,234.04,265,0,90.91
2026-02-24,P1311,Electronics,Samsung,IN,web,Winter,58.51,46.81,-20.0,20,Flash Sale,6,280.86,435,0,136.36
2026-02-25,P1311,Electronics,Samsung,IN,app,Winter,58.51,58.51,0.0,0,None,2,117.02,266,0,45.45
2026-02-26,P1311,Electronics,Samsung,IN,mobile,Winter,58.51,49.73,-15.01,15,Member Offer,5,248.65,198,0,113.64
2026-02-27,P1311,Electronics,Samsung,IN,mobile,Winter,58.51,58.51,0.0,0,None,5,292.55,279,0,113.64
2026-02-28,P1311,Electronics,Samsung,IN,mobile,Winter,58.51,58.51,0.0,0,None,5,292.55,326,0,113.64
2026-03-01,P1311,Electronics,Samsung,IN,app,Spring,58.51,58.51,0.0,0,None,4,234.04,231,0,90.91
2026-03-02,P1311,Electronics,Samsung,IN,app,Spring,58.51,58.51,0.0,0,None,4,234.04,247,0,90.91
2026-03-03,P1311,Electronics,Samsung,IN,app,Spring,58.51,58.51,0.0,0,None,4,234.04,369,0,90.91
2026-03-04,P1311,Electronics,Samsung,IN,mobile,Spring,58.51,46.81,-20.0,20,Percentage Discount,7,327.67,265,0,159.09
2026-03-05,P1311,Electronics,Samsung,IN,web,Spring,58.51,58.51,0.0,0,None,2,117.02,389,0,45.45
2026-03-06,P1311,Electronics,Samsung,IN,web,Spring,58.51,52.66,-10.0,10,Percentage Discount,5,263.3,296,0,113.64
2026-03-07,P1311,Electronics,Samsung,IN,web,Spring,58.51,46.81,-20.0,20,Percentage Discount,5,234.05,437,0,113.64
2026-03-08,P1311,Electronics,Samsung,IN,mobile,Spring,58.51,58.51,0.0,0,None,4,234.04,234,0,90.91
2026-03-09,P1311,Electronics,Samsung,IN,mobile,Spring,58.51,58.51,0.0,0,None,5,292.55,365,0,113.64
2026-03-10,P1311,Electronics,Samsung,IN,web,Spring,58.51,58.51,0.0,0,None,4,234.04,274,0,90.91
2026-03-11,P1311,Electronics,Samsung,IN,app,Spring,58.51,52.66,-10.0,10,Percentage Discount,5,263.3,361,0,113.64
2026-03-12,P1311,Electronics,Samsung,IN,app,Spring,58.51,58.51,0.0,0,None,3,175.53,317,0,68.18
2026-03-13,P1311,Electronics,Samsung,IN,web,Spring,58.51,58.51,0.0,0,None,4,234.04,243,0,90.91
2026-03-14,P1311,Electronics,Samsung,IN,web,Spring,58.51,58.51,0.0,0,None,4,234.04,316,0,90.91
